Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2021,vascular process in circulatory system (GO:0003018),1/13,0.0084195467572216,0.0251911546369818,0,0,138.71527777777777,662.6705253310397,AGTR1
GO_Biological_Process_2021,embryonic hemopoiesis (GO:0035162),1/13,0.0084195467572216,0.0251911546369818,0,0,138.71527777777777,662.6705253310397,KDR
GO_Biological_Process_2021,external encapsulating structure organization (GO:0045229),2/217,0.0084479427671494,0.0251911546369818,0,0,16.720507399577166,79.8208987439826,SERPINE1;KDR
GO_Biological_Process_2021,negative regulation of transcription by RNA polymerase II (GO:0000122),3/684,0.0088129241831137,0.025207427352851,0,0,8.504845814977974,40.24098395876882,VDR;PPARG;RELA
GO_Biological_Process_2021,negative regulation of coagulation (GO:0050819),1/14,0.0090644890278939,0.025207427352851,0,0,128.03846153846155,602.2149225510485,SERPINE1
GO_Biological_Process_2021,regulation of vasculogenesis (GO:2001212),1/14,0.0090644890278939,0.025207427352851,0,0,128.03846153846155,602.2149225510485,KDR
GO_Biological_Process_2021,branching involved in blood vessel morphogenesis (GO:0001569),1/14,0.0090644890278939,0.025207427352851,0,0,128.03846153846155,602.2149225510485,KDR
GO_Biological_Process_2021,cAMP metabolic process (GO:0046058),1/14,0.0090644890278939,0.025207427352851,0,0,128.03846153846155,602.2149225510485,PDE4D
GO_Biological_Process_2021,negative regulation of smooth muscle cell migration (GO:0014912),1/14,0.0090644890278939,0.025207427352851,0,0,128.03846153846155,602.2149225510485,SERPINE1
GO_Biological_Process_2021,cellular response to low-density lipoprotein particle stimulus (GO:0071404),1/14,0.0090644890278939,0.025207427352851,0,0,128.03846153846155,602.2149225510485,PPARG
GO_Biological_Process_2021,low-density lipoprotein particle remodeling (GO:0034374),1/14,0.0090644890278939,0.025207427352851,0,0,128.03846153846155,602.2149225510485,AGTR1
GO_Biological_Process_2021,positive regulation of T cell receptor signaling pathway (GO:0050862),1/14,0.0090644890278939,0.025207427352851,0,0,128.03846153846155,602.2149225510485,RELA
GO_Biological_Process_2021,vascular endothelial growth factor signaling pathway (GO:0038084),1/14,0.0090644890278939,0.025207427352851,0,0,128.03846153846155,602.2149225510485,KDR
GO_Biological_Process_2021,regulation of nitric-oxide synthase biosynthetic process (GO:0051769),1/14,0.0090644890278939,0.025207427352851,0,0,128.03846153846155,602.2149225510485,KDR
GO_Biological_Process_2021,endothelial cell differentiation (GO:0045446),1/14,0.0090644890278939,0.025207427352851,0,0,128.03846153846155,602.2149225510485,KDR
GO_Biological_Process_2021,regulation of sequestering of triglyceride (GO:0010889),1/15,0.0097090442156726,0.0255637068444572,0,0,118.88690476190476,551.0048324972125,PPARG
GO_Biological_Process_2021,fibrinolysis (GO:0042730),1/15,0.0097090442156726,0.0255637068444572,0,0,118.88690476190476,551.0048324972125,SERPINE1
GO_Biological_Process_2021,positive regulation of endothelial cell chemotaxis (GO:2001028),1/15,0.0097090442156726,0.0255637068444572,0,0,118.88690476190476,551.0048324972125,KDR
GO_Biological_Process_2021,positive regulation of keratinocyte differentiation (GO:0045618),1/15,0.0097090442156726,0.0255637068444572,0,0,118.88690476190476,551.0048324972125,VDR
GO_Biological_Process_2021,negative regulation of protein processing (GO:0010955),1/15,0.0097090442156726,0.0255637068444572,0,0,118.88690476190476,551.0048324972125,SERPINE1
GO_Biological_Process_2021,positive regulation of natural killer cell activation (GO:0032816),1/15,0.0097090442156726,0.0255637068444572,0,0,118.88690476190476,551.0048324972125,AXL
GO_Biological_Process_2021,positive regulation of response to cytokine stimulus (GO:0060760),1/15,0.0097090442156726,0.0255637068444572,0,0,118.88690476190476,551.0048324972125,AXL
GO_Biological_Process_2021,vitamin D metabolic process (GO:0042359),1/15,0.0097090442156726,0.0255637068444572,0,0,118.88690476190476,551.0048324972125,VDR
GO_Biological_Process_2021,peptidyl-tyrosine autophosphorylation (GO:0038083),1/15,0.0097090442156726,0.0255637068444572,0,0,118.88690476190476,551.0048324972125,KDR
GO_Biological_Process_2021,placenta development (GO:0001890),1/15,0.0097090442156726,0.0255637068444572,0,0,118.88690476190476,551.0048324972125,PPARG
GO_Biological_Process_2021,regulation of systemic arterial blood pressure by hormone (GO:0001990),1/16,0.0103532125188836,0.0264167020456052,0,0,110.95555555555556,507.11775303850175,AGTR1
GO_Biological_Process_2021,regulation of amyloid-beta clearance (GO:1900221),1/16,0.0103532125188836,0.0264167020456052,0,0,110.95555555555556,507.11775303850175,HMGCR
GO_Biological_Process_2021,regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis (GO:1903587),1/16,0.0103532125188836,0.0264167020456052,0,0,110.95555555555556,507.11775303850175,AGTR1
GO_Biological_Process_2021,regulation of cholesterol storage (GO:0010885),1/16,0.0103532125188836,0.0264167020456052,0,0,110.95555555555556,507.11775303850175,PPARG
GO_Biological_Process_2021,positive regulation of leukocyte adhesion to vascular endothelial cell (GO:1904996),1/16,0.0103532125188836,0.0264167020456052,0,0,110.95555555555556,507.11775303850175,RELA
GO_Biological_Process_2021,positive regulation of small molecule metabolic process (GO:0062013),1/16,0.0103532125188836,0.0264167020456052,0,0,110.95555555555556,507.11775303850175,PPARG
GO_Biological_Process_2021,positive regulation of DNA-binding transcription factor activity (GO:0051091),2/246,0.0107480505353741,0.0271132957168568,0,0,14.711624441132638,66.68824798077357,PPARG;RELA
GO_Biological_Process_2021,positive regulation of blood coagulation (GO:0030194),1/17,0.0109969941425308,0.0271132957168568,0,0,104.015625,469.12433437564215,SERPINE1
GO_Biological_Process_2021,positive regulation of heart rate (GO:0010460),1/17,0.0109969941425308,0.0271132957168568,0,0,104.015625,469.12433437564215,PDE4D
GO_Biological_Process_2021,positive regulation of positive chemotaxis (GO:0050927),1/17,0.0109969941425308,0.0271132957168568,0,0,104.015625,469.12433437564215,KDR
GO_Biological_Process_2021,negative regulation of vascular associated smooth muscle cell proliferation (GO:1904706),1/17,0.0109969941425308,0.0271132957168568,0,0,104.015625,469.12433437564215,PPARG
GO_Biological_Process_2021,monosaccharide transmembrane transport (GO:0015749),1/17,0.0109969941425308,0.0271132957168568,0,0,104.015625,469.12433437564215,SLC5A2
GO_Biological_Process_2021,regulation of apoptotic process (GO:0042981),3/742,0.0110096412910873,0.0271132957168568,0,0,7.813802435723951,35.23230945126104,AXL;KDR;RELA
GO_Biological_Process_2021,positive regulation of phosphorylation (GO:0042327),2/253,0.0113406320074221,0.0273080222598714,0,0,14.296269467584208,64.03818406031333,AXL;KDR
GO_Biological_Process_2021,positive regulation of amyloid-beta formation (GO:1902004),1/18,0.011640389286531,0.0273080222598714,0,0,97.8921568627451,435.94063546940737,RELA
GO_Biological_Process_2021,positive regulation of cell migration involved in sprouting angiogenesis (GO:0090050),1/18,0.011640389286531,0.0273080222598714,0,0,97.8921568627451,435.94063546940737,KDR
GO_Biological_Process_2021,regulation of vascular endothelial cell proliferation (GO:1905562),1/18,0.011640389286531,0.0273080222598714,0,0,97.8921568627451,435.94063546940737,PPARG
GO_Biological_Process_2021,positive regulation of fatty acid metabolic process (GO:0045923),1/18,0.011640389286531,0.0273080222598714,0,0,97.8921568627451,435.94063546940737,PPARG
GO_Biological_Process_2021,response to interferon-alpha (GO:0035455),1/18,0.011640389286531,0.0273080222598714,0,0,97.8921568627451,435.94063546940737,AXL
GO_Biological_Process_2021,cell migration involved in sprouting angiogenesis (GO:0002042),1/18,0.011640389286531,0.0273080222598714,0,0,97.8921568627451,435.94063546940737,KDR
GO_Biological_Process_2021,positive regulation of macrophage derived foam cell differentiation (GO:0010744),1/18,0.011640389286531,0.0273080222598714,0,0,97.8921568627451,435.94063546940737,AGTR1
GO_Biological_Process_2021,regulation of fatty acid metabolic process (GO:0019217),1/18,0.011640389286531,0.0273080222598714,0,0,97.8921568627451,435.94063546940737,PPARG
GO_Biological_Process_2021,sodium ion import across plasma membrane (GO:0098719),1/18,0.011640389286531,0.0273080222598714,0,0,97.8921568627451,435.94063546940737,SLC5A2
GO_Biological_Process_2021,positive regulation of focal adhesion assembly (GO:0051894),1/19,0.0122833981550328,0.0282803817987966,0,0,92.44907407407408,406.7303181925871,KDR
GO_Biological_Process_2021,positive regulation of mitochondrial fission (GO:0090141),1/19,0.0122833981550328,0.0282803817987966,0,0,92.44907407407408,406.7303181925871,KDR
GO_Biological_Process_2021,positive regulation of monocyte chemotaxis (GO:0090026),1/19,0.0122833981550328,0.0282803817987966,0,0,92.44907407407408,406.7303181925871,SERPINE1
GO_Biological_Process_2021,positive regulation of oxidoreductase activity (GO:0051353),1/19,0.0122833981550328,0.0282803817987966,0,0,92.44907407407408,406.7303181925871,AGTR1
GO_Biological_Process_2021,adrenergic receptor signaling pathway (GO:0071875),1/20,0.0129260209528938,0.0289519473831785,0,0,87.57894736842105,380.8381798737429,PDE4D
GO_Biological_Process_2021,regulation of smooth muscle cell migration (GO:0014910),1/20,0.0129260209528938,0.0289519473831785,0,0,87.57894736842105,380.8381798737429,SERPINE1
GO_Biological_Process_2021,fatty acid transport (GO:0015908),1/20,0.0129260209528938,0.0289519473831785,0,0,87.57894736842105,380.8381798737429,PPARG
GO_Biological_Process_2021,positive regulation of epidermal cell differentiation (GO:0045606),1/20,0.0129260209528938,0.0289519473831785,0,0,87.57894736842105,380.8381798737429,VDR
GO_Biological_Process_2021,negative regulation of lipid storage (GO:0010888),1/20,0.0129260209528938,0.0289519473831785,0,0,87.57894736842105,380.8381798737429,PPARG
GO_Biological_Process_2021,positive regulation of lymphocyte differentiation (GO:0045621),1/20,0.0129260209528938,0.0289519473831785,0,0,87.57894736842105,380.8381798737429,AXL
GO_Biological_Process_2021,positive regulation of antigen receptor-mediated signaling pathway (GO:0050857),1/21,0.0135682578861655,0.0297180869630617,0,0,83.19583333333334,357.74392971285124,RELA
GO_Biological_Process_2021,calcium-mediated signaling using intracellular calcium source (GO:0035584),1/21,0.0135682578861655,0.0297180869630617,0,0,83.19583333333334,357.74392971285124,KDR
GO_Biological_Process_2021,negative regulation of peptidyl-serine phosphorylation (GO:0033137),1/21,0.0135682578861655,0.0297180869630617,0,0,83.19583333333334,357.74392971285124,PDE4D
GO_Biological_Process_2021,negative regulation of response to wounding (GO:1903035),1/21,0.0135682578861655,0.0297180869630617,0,0,83.19583333333334,357.74392971285124,SERPINE1
GO_Biological_Process_2021,positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus (GO:1901522),1/21,0.0135682578861655,0.0297180869630617,0,0,83.19583333333334,357.74392971285124,RELA
GO_Biological_Process_2021,positive regulation of amyloid precursor protein catabolic process (GO:1902993),1/22,0.0142101091631312,0.0308508948936401,0,0,79.23015873015873,337.0293803138913,RELA
GO_Biological_Process_2021,membrane protein intracellular domain proteolysis (GO:0031293),1/22,0.0142101091631312,0.0308508948936401,0,0,79.23015873015873,337.0293803138913,RELA
GO_Biological_Process_2021,ERK1 and ERK2 cascade (GO:0070371),1/23,0.0148515749863377,0.0314167932403297,0,0,75.625,318.3547328251434,KDR
GO_Biological_Process_2021,regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum (GO:0010880),1/23,0.0148515749863377,0.0314167932403297,0,0,75.625,318.3547328251434,PDE4D
GO_Biological_Process_2021,positive regulation of cholesterol efflux (GO:0010875),1/23,0.0148515749863377,0.0314167932403297,0,0,75.625,318.3547328251434,PPARG
GO_Biological_Process_2021,blood vessel endothelial cell migration (GO:0043534),1/23,0.0148515749863377,0.0314167932403297,0,0,75.625,318.3547328251434,KDR
GO_Biological_Process_2021,hexose transmembrane transport (GO:0008645),1/23,0.0148515749863377,0.0314167932403297,0,0,75.625,318.3547328251434,SLC5A2
GO_Biological_Process_2021,regulation of interferon-gamma-mediated signaling pathway (GO:0060334),1/23,0.0148515749863377,0.0314167932403297,0,0,75.625,318.3547328251434,PPARG
GO_Biological_Process_2021,purine ribonucleotide catabolic process (GO:0009154),1/24,0.0154926555661662,0.0315591131903387,0,0,72.33333333333333,301.441152263015,PDE4D
GO_Biological_Process_2021,positive regulation of cell-substrate junction organization (GO:0150117),1/24,0.0154926555661662,0.0315591131903387,0,0,72.33333333333333,301.441152263015,KDR
GO_Biological_Process_2021,negative regulation of NIK/NF-kappaB signaling (GO:1901223),1/24,0.0154926555661662,0.0315591131903387,0,0,72.33333333333333,301.441152263015,RELA
GO_Biological_Process_2021,positive regulation of phospholipase activity (GO:0010518),1/24,0.0154926555661662,0.0315591131903387,0,0,72.33333333333333,301.441152263015,AGTR1
GO_Biological_Process_2021,regulation of keratinocyte proliferation (GO:0010837),1/24,0.0154926555661662,0.0315591131903387,0,0,72.33333333333333,301.441152263015,VDR
GO_Biological_Process_2021,dendritic cell differentiation (GO:0097028),1/24,0.0154926555661662,0.0315591131903387,0,0,72.33333333333333,301.441152263015,AXL
GO_Biological_Process_2021,regulation of monooxygenase activity (GO:0032768),1/24,0.0154926555661662,0.0315591131903387,0,0,72.33333333333333,301.441152263015,VDR
GO_Biological_Process_2021,positive regulation of viral life cycle (GO:1903902),1/24,0.0154926555661662,0.0315591131903387,0,0,72.33333333333333,301.441152263015,AXL
GO_Biological_Process_2021,protein kinase B signaling (GO:0043491),1/24,0.0154926555661662,0.0315591131903387,0,0,72.33333333333333,301.441152263015,KDR
GO_Biological_Process_2021,extracellular matrix organization (GO:0030198),2/300,0.0156834761580532,0.0318167681221888,0,0,12.01281269066504,49.91500975932364,SERPINE1;KDR
GO_Biological_Process_2021,innate immune response (GO:0045087),2/302,0.0158820182209247,0.0318167681221888,0,0,11.931515151515152,49.42710974693032,PPARG;RELA
GO_Biological_Process_2021,regulation of ryanodine-sensitive calcium-release channel activity (GO:0060314),1/25,0.016133351108423,0.0318167681221888,0,0,69.31597222222223,286.05777422638903,PDE4D
GO_Biological_Process_2021,fat-soluble vitamin metabolic process (GO:0006775),1/25,0.016133351108423,0.0318167681221888,0,0,69.31597222222223,286.05777422638903,VDR
GO_Biological_Process_2021,regulation of cAMP-mediated signaling (GO:0043949),1/25,0.016133351108423,0.0318167681221888,0,0,69.31597222222223,286.05777422638903,PDE4D
GO_Biological_Process_2021,cAMP-mediated signaling (GO:0019933),1/25,0.016133351108423,0.0318167681221888,0,0,69.31597222222223,286.05777422638903,PDE4D
GO_Biological_Process_2021,positive regulation of lipid metabolic process (GO:0045834),1/25,0.016133351108423,0.0318167681221888,0,0,69.31597222222223,286.05777422638903,PPARG
GO_Biological_Process_2021,regulation of mitochondrial fission (GO:0090140),1/25,0.016133351108423,0.0318167681221888,0,0,69.31597222222223,286.05777422638903,KDR
GO_Biological_Process_2021,regulation of viral life cycle (GO:1903900),1/26,0.0167736618234459,0.0323072474809561,0,0,66.54,272.01188501169923,AXL
GO_Biological_Process_2021,positive regulation of interleukin-2 production (GO:0032743),1/26,0.0167736618234459,0.0323072474809561,0,0,66.54,272.01188501169923,PDE4D
GO_Biological_Process_2021,negative regulation of protein transport (GO:0051224),1/26,0.0167736618234459,0.0323072474809561,0,0,66.54,272.01188501169923,HMGCR
GO_Biological_Process_2021,negative regulation of signaling receptor activity (GO:2000272),1/26,0.0167736618234459,0.0323072474809561,0,0,66.54,272.01188501169923,PPARG
GO_Biological_Process_2021,regulation of monocyte chemotaxis (GO:0090025),1/26,0.0167736618234459,0.0323072474809561,0,0,66.54,272.01188501169923,SERPINE1
GO_Biological_Process_2021,endothelial cell development (GO:0001885),1/26,0.0167736618234459,0.0323072474809561,0,0,66.54,272.01188501169923,PDE4D
GO_Biological_Process_2021,regulation of blood coagulation (GO:0030193),1/27,0.0174135879176465,0.0332807954410619,0,0,63.9775641025641,259.14140891073174,SERPINE1
GO_Biological_Process_2021,regulation of cardiac muscle cell contraction (GO:0086004),1/27,0.0174135879176465,0.0332807954410619,0,0,63.9775641025641,259.14140891073174,PDE4D
GO_Biological_Process_2021,transcription by RNA polymerase II (GO:0006366),2/320,0.0177179926826228,0.0337218835929064,0,0,11.24585477415666,45.35649605514926,VDR;PPARG
GO_Biological_Process_2021,negative regulation of gene expression (GO:0010629),2/322,0.0179273953397064,0.0337218835929064,0,0,11.174431818181818,44.93714249375665,VDR;KDR
GO_Biological_Process_2021,positive regulation of cytosolic calcium ion concentration involved in phospholipase C-activating G protein-coupled signaling pathway (GO:0051482),1/28,0.0180531296002428,0.0337218835929064,0,0,61.60493827160494,247.30909578576168,AGTR1
GO_Biological_Process_2021,positive regulation of monooxygenase activity (GO:0032770),1/28,0.0180531296002428,0.0337218835929064,0,0,61.60493827160494,247.30909578576168,VDR
GO_Biological_Process_2021,cellular response to interleukin-6 (GO:0071354),1/28,0.0180531296002428,0.0337218835929064,0,0,61.60493827160494,247.30909578576168,RELA
GO_Biological_Process_2021,nucleotide-binding oligomerization domain containing signaling pathway (GO:0070423),1/28,0.0180531296002428,0.0337218835929064,0,0,61.60493827160494,247.30909578576168,RELA
GO_Biological_Process_2021,establishment of endothelial barrier (GO:0061028),1/29,0.0186922870807393,0.0343965877508028,0,0,59.40178571428572,236.3979776770167,PDE4D
GO_Biological_Process_2021,regulation of calcium ion transmembrane transporter activity (GO:1901019),1/29,0.0186922870807393,0.0343965877508028,0,0,59.40178571428572,236.3979776770167,PDE4D
GO_Biological_Process_2021,negative regulation of interferon-gamma production (GO:0032689),1/29,0.0186922870807393,0.0343965877508028,0,0,59.40178571428572,236.3979776770167,AXL
GO_Biological_Process_2021,negative regulation of wound healing (GO:0061045),1/29,0.0186922870807393,0.0343965877508028,0,0,59.40178571428572,236.3979776770167,SERPINE1
GO_Biological_Process_2021,regulation of vasoconstriction (GO:0019229),1/30,0.0193310605643026,0.0354402777012215,0,0,57.35057471264368,226.30778348154325,AGTR1
GO_Biological_Process_2021,positive regulation of leukocyte cell-cell adhesion (GO:1903039),1/31,0.0199694502608653,0.036208343879591,0,0,55.43611111111111,216.95208467294643,RELA
GO_Biological_Process_2021,negative regulation of osteoblast differentiation (GO:0045668),1/31,0.0199694502608653,0.036208343879591,0,0,55.43611111111111,216.95208467294643,PPARG
GO_Biological_Process_2021,positive regulation of mononuclear cell migration (GO:0071677),1/31,0.0199694502608653,0.036208343879591,0,0,55.43611111111111,216.95208467294643,SERPINE1
GO_Biological_Process_2021,positive regulation of multicellular organismal process (GO:0051240),2/345,0.0204118484584014,0.0366931327688403,0,0,10.41293400477074,40.52338778244838,VDR;SERPINE1
GO_Biological_Process_2021,negative regulation of cell-matrix adhesion (GO:0001953),1/32,0.0206074563833083,0.0366931327688403,0,0,53.64516129032258,208.25600447555712,SERPINE1
GO_Biological_Process_2021,regulation of cell migration involved in sprouting angiogenesis (GO:0090049),1/32,0.0206074563833083,0.0366931327688403,0,0,53.64516129032258,208.25600447555712,KDR
GO_Biological_Process_2021,hematopoietic progenitor cell differentiation (GO:0002244),1/32,0.0206074563833083,0.0366931327688403,0,0,53.64516129032258,208.25600447555712,KDR
GO_Biological_Process_2021,long-chain fatty acid transport (GO:0015909),1/32,0.0206074563833083,0.0366931327688403,0,0,53.64516129032258,208.25600447555712,PPARG
GO_Biological_Process_2021,positive regulation of cholesterol transport (GO:0032376),1/33,0.0212450791356283,0.037175260510548,0,0,51.966145833333336,200.1543652635479,PPARG
GO_Biological_Process_2021,regulation of cholesterol efflux (GO:0010874),1/33,0.0212450791356283,0.037175260510548,0,0,51.966145833333336,200.1543652635479,PPARG
GO_Biological_Process_2021,negative regulation of smooth muscle cell proliferation (GO:0048662),1/33,0.0212450791356283,0.037175260510548,0,0,51.966145833333336,200.1543652635479,PPARG
GO_Biological_Process_2021,vasculogenesis (GO:0001570),1/33,0.0212450791356283,0.037175260510548,0,0,51.966145833333336,200.1543652635479,KDR
GO_Biological_Process_2021,"negative regulation of transcription, DNA-templated (GO:0045892)",3/948,0.0212537347969395,0.037175260510548,0,0,6.045079365079365,23.280946534994943,VDR;PPARG;RELA
GO_Biological_Process_2021,negative regulation of blood vessel endothelial cell migration (GO:0043537),1/34,0.0218823187292358,0.0373508543826611,0,0,50.388888888888886,192.59017962885017,PPARG
GO_Biological_Process_2021,regulation of amyloid-beta formation (GO:1902003),1/34,0.0218823187292358,0.0373508543826611,0,0,50.388888888888886,192.59017962885017,RELA
GO_Biological_Process_2021,negative regulation of extrinsic apoptotic signaling pathway via death domain receptors (GO:1902042),1/34,0.0218823187292358,0.0373508543826611,0,0,50.388888888888886,192.59017962885017,SERPINE1
GO_Biological_Process_2021,positive regulation of DNA binding (GO:0043388),1/34,0.0218823187292358,0.0373508543826611,0,0,50.388888888888886,192.59017962885017,PPARG
GO_Biological_Process_2021,regulation of cell adhesion mediated by integrin (GO:0033628),1/34,0.0218823187292358,0.0373508543826611,0,0,50.388888888888886,192.59017962885017,SERPINE1
GO_Biological_Process_2021,secondary alcohol biosynthetic process (GO:1902653),1/34,0.0218823187292358,0.0373508543826611,0,0,50.388888888888886,192.59017962885017,HMGCR
GO_Biological_Process_2021,regulation of keratinocyte differentiation (GO:0045616),1/34,0.0218823187292358,0.0373508543826611,0,0,50.388888888888886,192.59017962885017,VDR
GO_Biological_Process_2021,regulation of T cell receptor signaling pathway (GO:0050856),1/35,0.0225191753740633,0.0377864129158011,0,0,48.90441176470589,185.51341332613868,RELA
GO_Biological_Process_2021,regulation of blood circulation (GO:1903522),1/35,0.0225191753740633,0.0377864129158011,0,0,48.90441176470589,185.51341332613868,AGTR1
GO_Biological_Process_2021,blood vessel diameter maintenance (GO:0097746),1/35,0.0225191753740633,0.0377864129158011,0,0,48.90441176470589,185.51341332613868,AGTR1
GO_Biological_Process_2021,cellular response to hydrogen peroxide (GO:0070301),1/35,0.0225191753740633,0.0377864129158011,0,0,48.90441176470589,185.51341332613868,RELA
GO_Biological_Process_2021,cholesterol biosynthetic process (GO:0006695),1/35,0.0225191753740633,0.0377864129158011,0,0,48.90441176470589,185.51341332613868,HMGCR
GO_Biological_Process_2021,activation of adenylate cyclase activity (GO:0007190),1/36,0.0231556492787795,0.0383346033210563,0,0,47.50476190476191,178.87996472866277,ADORA2B
GO_Biological_Process_2021,positive regulation of cytokine-mediated signaling pathway (GO:0001961),1/36,0.0231556492787795,0.0383346033210563,0,0,47.50476190476191,178.87996472866277,AXL
GO_Biological_Process_2021,regulation of cardiac muscle contraction (GO:0055117),1/36,0.0231556492787795,0.0383346033210563,0,0,47.50476190476191,178.87996472866277,PDE4D
GO_Biological_Process_2021,cyclic-nucleotide-mediated signaling (GO:0019935),1/36,0.0231556492787795,0.0383346033210563,0,0,47.50476190476191,178.87996472866277,PDE4D
GO_Biological_Process_2021,negative regulation of endothelial cell proliferation (GO:0001937),1/37,0.0237917406507484,0.0391259522329583,0,0,46.18287037037037,172.65081800368927,PPARG
GO_Biological_Process_2021,regulation of vascular associated smooth muscle cell proliferation (GO:1904705),1/37,0.0237917406507484,0.0391259522329583,0,0,46.18287037037037,172.65081800368927,PPARG
GO_Biological_Process_2021,negative regulation of cell population proliferation (GO:0008285),2/379,0.0243354664569578,0.0397749592146572,0,0,9.457439112611526,35.142145826945466,VDR;PPARG
GO_Biological_Process_2021,negative regulation of endothelial cell migration (GO:0010596),1/38,0.0244274496995066,0.0397749592146572,0,0,44.93243243243244,166.7913365695687,PPARG
GO_Biological_Process_2021,sterol biosynthetic process (GO:0016126),1/38,0.0244274496995066,0.0397749592146572,0,0,44.93243243243244,166.7913365695687,HMGCR
GO_Biological_Process_2021,regulation of receptor-mediated endocytosis (GO:0048259),1/39,0.0250627766358881,0.0402794624505344,0,0,43.74780701754386,161.27067055781572,SERPINE1
GO_Biological_Process_2021,negative regulation of protein secretion (GO:0050709),1/39,0.0250627766358881,0.0402794624505344,0,0,43.74780701754386,161.27067055781572,HMGCR
GO_Biological_Process_2021,negative regulation of secretion by cell (GO:1903531),1/39,0.0250627766358881,0.0402794624505344,0,0,43.74780701754386,161.27067055781572,HMGCR
GO_Biological_Process_2021,membrane protein proteolysis (GO:0033619),1/39,0.0250627766358881,0.0402794624505344,0,0,43.74780701754386,161.27067055781572,RELA
GO_Biological_Process_2021,negative regulation of blood coagulation (GO:0030195),1/40,0.0256977216686787,0.0410334587935354,0,0,42.623931623931625,156.0612574523752,SERPINE1
GO_Biological_Process_2021,positive regulation of wound healing (GO:0090303),1/40,0.0256977216686787,0.0410334587935354,0,0,42.623931623931625,156.0612574523752,SERPINE1
GO_Biological_Process_2021,JNK cascade (GO:0007254),1/41,0.0263322850072555,0.041911514722159,0,0,41.55625,151.13839929513645,ADORA2B
GO_Biological_Process_2021,negative regulation of protein catabolic process (GO:0042177),1/42,0.0269664668566584,0.0426466488627664,0,0,40.540650406504064,146.47990317146446,HMGCR
GO_Biological_Process_2021,regulation of extrinsic apoptotic signaling pathway via death domain receptors (GO:1902041),1/42,0.0269664668566584,0.0426466488627664,0,0,40.540650406504064,146.47990317146446,SERPINE1
GO_Biological_Process_2021,transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169),2/404,0.0274049290070689,0.0432020377659207,0,0,8.857982813206695,31.86245109800432,AXL;KDR
GO_Biological_Process_2021,natural killer cell activation (GO:0030101),1/43,0.027600267431624,0.0433718488211234,0,0,39.573412698412696,142.06577419675818,AXL
GO_Biological_Process_2021,regulation of cell migration (GO:0030334),2/408,0.027910160069133,0.0437200292222179,0,0,8.768920734437977,31.38190219493412,SERPINE1;KDR
GO_Biological_Process_2021,positive regulation of cell-matrix adhesion (GO:0001954),1/44,0.0282336869398409,0.0438108935273393,0,0,38.65116279069768,137.87795237211324,KDR
GO_Biological_Process_2021,branching morphogenesis of an epithelial tube (GO:0048754),1/44,0.0282336869398409,0.0438108935273393,0,0,38.65116279069768,137.87795237211324,KDR
GO_Biological_Process_2021,positive regulation of receptor-mediated endocytosis (GO:0048260),1/44,0.0282336869398409,0.0438108935273393,0,0,38.65116279069768,137.87795237211324,SERPINE1
GO_Biological_Process_2021,positive regulation of chemotaxis (GO:0050921),1/45,0.0288667255850808,0.0445141095470873,0,0,37.770833333333336,133.90008612704145,KDR
GO_Biological_Process_2021,positive regulation of RNA metabolic process (GO:0051254),1/45,0.0288667255850808,0.0445141095470873,0,0,37.770833333333336,133.90008612704145,RELA
GO_Biological_Process_2021,cellular protein metabolic process (GO:0044267),2/417,0.0290609355815993,0.0446744196052536,0,0,8.574808324205915,30.340762439482518,ADORA2A;ADORA2B
GO_Biological_Process_2021,regulation of gene expression (GO:0010468),3/1079,0.0298279232692037,0.0457115232763338,0,0,5.272583643122677,18.51894984655604,VDR;KDR;RELA
GO_Biological_Process_2021,regulation of wound healing (GO:0061041),1/47,0.030131661136783,0.0458928377314079,0,0,36.125,126.5162089708299,SERPINE1
GO_Biological_Process_2021,regulation of DNA binding (GO:0051101),1/47,0.030131661136783,0.0458928377314079,0,0,36.125,126.5162089708299,PPARG
GO_Biological_Process_2021,positive regulation of blood vessel endothelial cell migration (GO:0043536),1/48,0.0307635584593973,0.0465686894110143,0,0,35.354609929078016,123.08440365356886,KDR
GO_Biological_Process_2021,regulation of interleukin-2 production (GO:0032663),1/48,0.0307635584593973,0.0465686894110143,0,0,35.354609929078016,123.08440365356886,PDE4D
GO_Biological_Process_2021,negative regulation of catabolic process (GO:0009895),1/49,0.0313950757631915,0.046808923201144,0,0,34.61631944444444,119.81068935137382,HMGCR
GO_Biological_Process_2021,regulation of smooth muscle cell proliferation (GO:0048660),1/49,0.0313950757631915,0.046808923201144,0,0,34.61631944444444,119.81068935137382,PPARG
GO_Biological_Process_2021,response to hydrogen peroxide (GO:0042542),1/49,0.0313950757631915,0.046808923201144,0,0,34.61631944444444,119.81068935137382,RELA
GO_Biological_Process_2021,regulation of cellular protein metabolic process (GO:0032268),1/49,0.0313950757631915,0.046808923201144,0,0,34.61631944444444,119.81068935137382,AGTR1
